YEAR,MONTH,DATE,TIME_INTERVAL,STREET,LATITUDE,LONGITUDE,ACCLASS,INVTYPE,INVAGE,INJURY
2006,4,2006-04-26 04:00:00+00:00,09-10,KINGSTON RD and WARDEN AVE,43.687745,-79.27089,Non-Fatal Injury,Driver,75 to 79,
2006,8,2006-08-31 04:00:00+00:00,20-21,VALENTINE DR and SHAMOKIN DR,43.761645,-79.34459,Non-Fatal Injury,Cyclist,15 to 19,Major
2006,4,2006-04-26 04:00:00+00:00,09-10,KINGSTON RD and WARDEN AVE,43.687745,-79.27089,Non-Fatal Injury,Pedestrian,20 to 24,Minor
2006,9,2006-09-02 04:00:00+00:00,03-04,CHURCH ST and COLBORNE ST,43.649245,-79.37409,Non-Fatal Injury,Passenger,unknown,Minimal
2006,9,2006-09-02 04:00:00+00:00,03-04,CHURCH ST and COLBORNE ST,43.649245,-79.37409,Non-Fatal Injury,Passenger,unknown,Minimal
2006,4,2006-04-26 04:00:00+00:00,09-10,KINGSTON RD and WARDEN AVE,43.687745,-79.27089,Non-Fatal Injury,Pedestrian,20 to 24,Major
2006,7,2006-07-28 04:00:00+00:00,16-17,ISLINGTON AVE and DIXON RD,43.694445,-79.54549,Fatal,Passenger,5 to 9,
2006,9,2006-09-02 04:00:00+00:00,03-04,CHURCH ST and COLBORNE ST,43.649245,-79.37409,Non-Fatal Injury,Vehicle Owner,unknown,
2006,7,2006-07-28 04:00:00+00:00,16-17,ISLINGTON AVE and DIXON RD,43.694445,-79.54549,Fatal,Vehicle Owner,unknown,
2006,9,2006-09-02 04:00:00+00:00,03-04,CHURCH ST and COLBORNE ST,43.649245,-79.37409,Non-Fatal Injury,Driver,30 to 34,Major
2006,7,2006-07-28 04:00:00+00:00,16-17,ISLINGTON AVE and DIXON RD,43.694445,-79.54549,Fatal,Driver,35 to 39,
2006,4,2006-04-27 04:00:00+00:00,20-21,THE QUEENSWAY and NORTH QUEEN ST,43.614245,-79.55619,Non-Fatal Injury,Passenger,15 to 19,Major
2006,9,2006-09-02 04:00:00+00:00,12-13,RENFORTH DR and ERINGATE DR,43.659945,-79.58329,Non-Fatal Injury,Driver,80 to 84,Major
2006,7,2006-07-28 04:00:00+00:00,16-17,ISLINGTON AVE and DIXON RD,43.694445,-79.54549,Fatal,Pedestrian,20 to 24,Fatal
2006,4,2006-04-27 04:00:00+00:00,20-21,THE QUEENSWAY and NORTH QUEEN ST,43.614245,-79.55619,Non-Fatal Injury,Vehicle Owner,unknown,
2006,9,2006-09-02 04:00:00+00:00,12-13,RENFORTH DR and ERINGATE DR,43.659945,-79.58329,Non-Fatal Injury,Vehicle Owner,unknown,
2006,4,2006-04-27 04:00:00+00:00,20-21,THE QUEENSWAY and NORTH QUEEN ST,43.614245,-79.55619,Non-Fatal Injury,Driver,15 to 19,
2006,7,2006-07-30 04:00:00+00:00,07-08,LAWRENCE AVE W and JANE ST,43.702845,-79.50379,Non-Fatal Injury,Driver,20 to 24,
2006,9,2006-09-02 04:00:00+00:00,12-13,RENFORTH DR and ERINGATE DR,43.659945,-79.58329,Non-Fatal Injury,Driver,40 to 44,Minor
2006,7,2006-07-30 04:00:00+00:00,07-08,LAWRENCE AVE W and JANE ST,43.702845,-79.50379,Non-Fatal Injury,Pedestrian,80 to 84,Major
2006,9,2006-09-04 04:00:00+00:00,12-13,70 HUMBERLINE DR,43.731845,-79.61649,Non-Fatal Injury,Passenger,10 to 14,Major
2006,7,2006-07-30 04:00:00+00:00,14-15,DON MILLS RD and MCNICOLL AVE,43.799645,-79.35409,Non-Fatal Injury,Passenger,45 to 49,Major
2006,9,2006-09-04 04:00:00+00:00,12-13,70 HUMBERLINE DR,43.731845,-79.61649,Non-Fatal Injury,Driver,15 to 19,
2006,7,2006-07-30 04:00:00+00:00,14-15,DON MILLS RD and MCNICOLL AVE,43.799645,-79.35409,Non-Fatal Injury,Driver,45 to 49,Minimal
2006,9,2006-09-04 04:00:00+00:00,12-13,70 HUMBERLINE DR,43.731845,-79.61649,Non-Fatal Injury,Pedestrian,15 to 19,Major
2006,7,2006-07-30 04:00:00+00:00,14-15,DON MILLS RD and MCNICOLL AVE,43.799645,-79.35409,Non-Fatal Injury,Vehicle Owner,unknown,
2006,9,2006-09-04 04:00:00+00:00,12-13,70 HUMBERLINE DR,43.731845,-79.61649,Non-Fatal Injury,Pedestrian,15 to 19,Major
2006,7,2006-07-30 04:00:00+00:00,14-15,DON MILLS RD and MCNICOLL AVE,43.799645,-79.35409,Non-Fatal Injury,Driver,35 to 39,
2006,9,2006-09-05 04:00:00+00:00,09-10,400 S JANE ST RAMP  S and JANE ST Stre,43.711045,-79.50599,Non-Fatal Injury,Driver,35 to 39,Major
2006,7,2006-07-30 04:00:00+00:00,14-15,DON MILLS RD and MCNICOLL AVE,43.799645,-79.35409,Non-Fatal Injury,Other Property Owner,unknown,
2006,4,2006-04-27 04:00:00+00:00,20-21,THE QUEENSWAY and NORTH QUEEN ST,43.614245,-79.55619,Non-Fatal Injury,Driver,25 to 29,
2006,9,2006-09-05 04:00:00+00:00,09-10,400 S JANE ST RAMP  S and JANE ST Stre,43.711045,-79.50599,Non-Fatal Injury,Vehicle Owner,unknown,
2006,4,2006-04-28 04:00:00+00:00,13-14,EGLINTON AVE W and OLD FOREST HILL RD,43.701545,-79.42309,Non-Fatal Injury,Driver,70 to 74,
2006,9,2006-09-05 04:00:00+00:00,09-10,400 S JANE ST RAMP  S and JANE ST Stre,43.711045,-79.50599,Non-Fatal Injury,Driver,30 to 34,
2006,4,2006-04-28 04:00:00+00:00,13-14,EGLINTON AVE W and OLD FOREST HILL RD,43.701545,-79.42309,Non-Fatal Injury,Motorcycle Driver,35 to 39,Major
2006,9,2006-09-05 04:00:00+00:00,11-12,ST CLAIR AVE W and LANSDOWNE AVE,43.676345,-79.45059,Non-Fatal Injury,Passenger,30 to 34,Major
2006,7,2006-07-30 04:00:00+00:00,21-22,F G GARDINER XY Ramp W and GARDINER W S KINGSWAY RAMP,43.634645,-79.47159,Fatal,Motorcycle Driver,20 to 24,Fatal
2006,4,2006-04-28 04:00:00+00:00,23-00,BLOOR ST W and DUFFERIN ST,43.659945,-79.43499,Non-Fatal Injury,Driver,25 to 29,
2006,9,2006-09-05 04:00:00+00:00,11-12,ST CLAIR AVE W and LANSDOWNE AVE,43.676345,-79.45059,Non-Fatal Injury,Driver,50 to 54,Minor
2006,4,2006-04-28 04:00:00+00:00,23-00,BLOOR ST W and DUFFERIN ST,43.659945,-79.43499,Non-Fatal Injury,Passenger,50 to 54,Minimal
2006,9,2006-09-05 04:00:00+00:00,11-12,ST CLAIR AVE W and LANSDOWNE AVE,43.676345,-79.45059,Non-Fatal Injury,Driver,unknown,
2006,4,2006-04-28 04:00:00+00:00,23-00,BLOOR ST W and DUFFERIN ST,43.659945,-79.43499,Non-Fatal Injury,Driver,50 to 54,
2006,9,2006-09-05 04:00:00+00:00,11-12,ST CLAIR AVE W and LANSDOWNE AVE,43.676345,-79.45059,Non-Fatal Injury,Vehicle Owner,unknown,
2006,4,2006-04-28 04:00:00+00:00,23-00,BLOOR ST W and DUFFERIN ST,43.659945,-79.43499,Non-Fatal Injury,Driver,unknown,
2006,9,2006-09-05 04:00:00+00:00,11-12,ST CLAIR AVE W and LANSDOWNE AVE,43.676345,-79.45059,Non-Fatal Injury,Driver,40 to 44,
2006,4,2006-04-28 04:00:00+00:00,23-00,BLOOR ST W and DUFFERIN ST,43.659945,-79.43499,Non-Fatal Injury,Vehicle Owner,unknown,
2006,9,2006-09-05 04:00:00+00:00,22-23,QUEEN ST E and SPRUCE HILL RD,43.672545,-79.28809,Non-Fatal Injury,Driver,25 to 29,
2006,4,2006-04-28 04:00:00+00:00,23-00,BLOOR ST W and DUFFERIN ST,43.659945,-79.43499,Non-Fatal Injury,Vehicle Owner,unknown,
2006,9,2006-09-05 04:00:00+00:00,22-23,QUEEN ST E and SPRUCE HILL RD,43.672545,-79.28809,Non-Fatal Injury,Other,unknown,
2006,4,2006-04-28 04:00:00+00:00,23-00,BLOOR ST W and DUFFERIN ST,43.659945,-79.43499,Non-Fatal Injury,Driver,35 to 39,Minor
2006,9,2006-09-05 04:00:00+00:00,22-23,QUEEN ST E and SPRUCE HILL RD,43.672545,-79.28809,Non-Fatal Injury,Pedestrian,15 to 19,Major
2006,4,2006-04-28 04:00:00+00:00,23-00,BLOOR ST W and DUFFERIN ST,43.659945,-79.43499,Non-Fatal Injury,Driver,40 to 44,
2006,9,2006-09-08 04:00:00+00:00,10-11,NEILSON RD and ELLESMERE RD,43.782545,-79.20499,Non-Fatal Injury,Passenger,35 to 39,Minimal
2006,4,2006-04-28 04:00:00+00:00,23-00,BLOOR ST W and DUFFERIN ST,43.659945,-79.43499,Non-Fatal Injury,Cyclist,25 to 29,Major
2006,4,2006-04-28 04:00:00+00:00,23-00,BLOOR ST W and DUFFERIN ST,43.659945,-79.43499,Non-Fatal Injury,Other Property Owner,unknown,
2006,7,2006-07-31 04:00:00+00:00,06-07,FINCH AVE E and BRAHMS AVE,43.791945,-79.35809,Non-Fatal Injury,Passenger,30 to 34,
2006,9,2006-09-08 04:00:00+00:00,10-11,NEILSON RD and ELLESMERE RD,43.782545,-79.20499,Non-Fatal Injury,Vehicle Owner,unknown,
2006,7,2006-07-31 04:00:00+00:00,06-07,FINCH AVE E and BRAHMS AVE,43.791945,-79.35809,Non-Fatal Injury,Pedestrian,15 to 19,Major
2006,4,2006-04-29 04:00:00+00:00,15-16,DOUGLAS BLVD and LAKE SHORE BLVD W,43.610362,-79.488437,Non-Fatal Injury,Motorcycle Driver,20 to 24,Major
2006,9,2006-09-08 04:00:00+00:00,10-11,NEILSON RD and ELLESMERE RD,43.782545,-79.20499,Non-Fatal Injury,Driver,45 to 49,
2006,7,2006-07-31 04:00:00+00:00,06-07,FINCH AVE E and BRAHMS AVE,43.791945,-79.35809,Non-Fatal Injury,Driver,30 to 34,
2006,4,2006-04-29 04:00:00+00:00,21-22,MILLWICK DR and MILVAN DR,43.758145,-79.55959,Fatal,Driver,40 to 44,Minimal
2006,9,2006-09-08 04:00:00+00:00,10-11,NEILSON RD and ELLESMERE RD,43.782545,-79.20499,Non-Fatal Injury,Pedestrian,75 to 79,Major
2006,7,2006-07-31 04:00:00+00:00,14-15,BLOOR ST W and KENNEDY AVE,43.651245,-79.47549,Non-Fatal Injury,Vehicle Owner,unknown,
2006,4,2006-04-29 04:00:00+00:00,21-22,MILLWICK DR and MILVAN DR,43.758145,-79.55959,Fatal,Vehicle Owner,unknown,
2006,7,2006-07-31 04:00:00+00:00,14-15,BLOOR ST W and KENNEDY AVE,43.651245,-79.47549,Non-Fatal Injury,Driver,40 to 44,
2006,9,2006-09-08 04:00:00+00:00,12-13,EGLINTON AVE W and BLACK CREEK DR,43.687745,-79.48549,Non-Fatal Injury,Driver,30 to 34,
2006,4,2006-04-29 04:00:00+00:00,21-22,MILLWICK DR and MILVAN DR,43.758145,-79.55959,Fatal,Passenger,40 to 44,Fatal
2006,7,2006-07-31 04:00:00+00:00,14-15,BLOOR ST W and KENNEDY AVE,43.651245,-79.47549,Non-Fatal Injury,Pedestrian,10 to 14,Major
2006,9,2006-09-08 04:00:00+00:00,12-13,EGLINTON AVE W and BLACK CREEK DR,43.687745,-79.48549,Non-Fatal Injury,Driver,50 to 54,Major
2006,4,2006-04-29 04:00:00+00:00,21-22,MILLWICK DR and MILVAN DR,43.758145,-79.55959,Fatal,Passenger,40 to 44,Minor
2006,7,2006-07-31 04:00:00+00:00,16-17,BAY ST and KING ST W,43.648645,-79.38029,Non-Fatal Injury,Cyclist,30 to 34,Major
2006,9,2006-09-09 04:00:00+00:00,00-01,DANFORTH AVE and GILLARD AVE,43.682345,-79.32829,Non-Fatal Injury,Passenger,20 to 24,
2006,4,2006-04-29 04:00:00+00:00,21-22,MILLWICK DR and MILVAN DR,43.758145,-79.55959,Fatal,Other Property Owner,unknown,
2006,8,2006-08-01 04:00:00+00:00,18-19,HENLEY CRES and KIPLING AVE,43.730645,-79.57539,Non-Fatal Injury,Driver,70 to 74,
2006,9,2006-09-09 04:00:00+00:00,00-01,DANFORTH AVE and GILLARD AVE,43.682345,-79.32829,Non-Fatal Injury,Passenger,20 to 24,
2006,8,2006-08-01 04:00:00+00:00,18-19,HENLEY CRES and KIPLING AVE,43.730645,-79.57539,Non-Fatal Injury,Cyclist,60 to 64,Major
2006,4,2006-04-30 04:00:00+00:00,08-09,QUEEN ST E and FALLINGBROOK RD,43.675345,-79.27639,Fatal,Driver,55 to 59,Fatal
2006,9,2006-09-09 04:00:00+00:00,00-01,DANFORTH AVE and GILLARD AVE,43.682345,-79.32829,Non-Fatal Injury,Passenger,20 to 24,
2006,4,2006-04-30 04:00:00+00:00,08-09,QUEEN ST E and FALLINGBROOK RD,43.675345,-79.27639,Fatal,Other Property Owner,unknown,
2006,9,2006-09-09 04:00:00+00:00,00-01,DANFORTH AVE and GILLARD AVE,43.682345,-79.32829,Non-Fatal Injury,Driver,20 to 24,
2006,5,2006-05-01 04:00:00+00:00,16-17,96 NYMARK AVE,43.781745,-79.35849,Non-Fatal Injury,Driver,35 to 39,Major
2006,8,2006-08-01 04:00:00+00:00,23-00,NEILSON RD and WICKSON TRL,43.802045,-79.21779,Fatal,Driver,50 to 54,Minor
2006,9,2006-09-09 04:00:00+00:00,00-01,DANFORTH AVE and GILLARD AVE,43.682345,-79.32829,Non-Fatal Injury,Pedestrian,50 to 54,Major
2006,5,2006-05-01 04:00:00+00:00,16-17,96 NYMARK AVE,43.781745,-79.35849,Non-Fatal Injury,Passenger,5 to 9,Minor
2006,8,2006-08-01 04:00:00+00:00,23-00,NEILSON RD and WICKSON TRL,43.802045,-79.21779,Fatal,Pedestrian,30 to 34,Fatal
2006,9,2006-09-09 04:00:00+00:00,03-04,MORNINGSIDE AVE and SHEPPARD AVE E,43.801945,-79.19979,Fatal,Vehicle Owner,unknown,
2006,8,2006-08-03 04:00:00+00:00,01-02,F G GARDINER XY E  E and LAKESHORE W GARDINER RAMP E,43.634145,-79.47169,Non-Fatal Injury,Vehicle Owner,unknown,
2006,5,2006-05-01 04:00:00+00:00,16-17,96 NYMARK AVE,43.781745,-79.35849,Non-Fatal Injury,Passenger,5 to 9,Minor
2006,9,2006-09-09 04:00:00+00:00,03-04,MORNINGSIDE AVE and SHEPPARD AVE E,43.801945,-79.19979,Fatal,Passenger,25 to 29,
2006,5,2006-05-01 04:00:00+00:00,16-17,96 NYMARK AVE,43.781745,-79.35849,Non-Fatal Injury,Other Property Owner,unknown,
2006,9,2006-09-09 04:00:00+00:00,03-04,MORNINGSIDE AVE and SHEPPARD AVE E,43.801945,-79.19979,Fatal,Truck Driver,55 to 59,
2006,5,2006-05-01 04:00:00+00:00,19-20,BLACK CREEK DR and TRETHEWEY DR,43.695245,-79.48649,Non-Fatal Injury,Driver,40 to 44,Major
2006,8,2006-08-03 04:00:00+00:00,01-02,F G GARDINER XY E  E and LAKESHORE W GARDINER RAMP E,43.634145,-79.47169,Non-Fatal Injury,Driver,45 to 49,
2006,9,2006-09-09 04:00:00+00:00,03-04,MORNINGSIDE AVE and SHEPPARD AVE E,43.801945,-79.19979,Fatal,Passenger,25 to 29,Fatal
2006,5,2006-05-02 04:00:00+00:00,13-14,OLD FINCH AVE and SEWELLS RD,43.824245,-79.19339,Non-Fatal Injury,Driver,20 to 24,
2006,8,2006-08-03 04:00:00+00:00,01-02,F G GARDINER XY E  E and LAKESHORE W GARDINER RAMP E,43.634145,-79.47169,Non-Fatal Injury,Passenger,15 to 19,Minor
2006,9,2006-09-09 04:00:00+00:00,03-04,MORNINGSIDE AVE and SHEPPARD AVE E,43.801945,-79.19979,Fatal,Driver,25 to 29,Major
2006,5,2006-05-02 04:00:00+00:00,13-14,OLD FINCH AVE and SEWELLS RD,43.824245,-79.19339,Non-Fatal Injury,Motorcycle Driver,20 to 24,Major
2006,9,2006-09-09 04:00:00+00:00,20-21,1132 LESLIE ST,43.718645,-79.35039,Non-Fatal Injury,Vehicle Owner,unknown,
2006,5,2006-05-03 04:00:00+00:00,09-10,BATHURST ST and BLOOR ST W,43.665445,-79.41139,Non-Fatal Injury,Driver,unknown,
2006,5,2006-05-03 04:00:00+00:00,09-10,BATHURST ST and BLOOR ST W,43.665445,-79.41139,Non-Fatal Injury,Cyclist,30 to 34,Major
2006,8,2006-08-03 04:00:00+00:00,01-02,F G GARDINER XY E  E and LAKESHORE W GARDINER RAMP E,43.634145,-79.47169,Non-Fatal Injury,Driver,20 to 24,Minor
2006,8,2006-08-03 04:00:00+00:00,01-02,F G GARDINER XY E  E and LAKESHORE W GARDINER RAMP E,43.634145,-79.47169,Non-Fatal Injury,Pedestrian,20 to 24,Major
2006,8,2006-08-03 04:00:00+00:00,01-02,F G GARDINER XY E  E and LAKESHORE W GARDINER RAMP E,43.634145,-79.47169,Non-Fatal Injury,Pedestrian,20 to 24,Minor
2006,8,2006-08-03 04:00:00+00:00,01-02,JANE ST and FOXWELL ST,43.672145,-79.49399,Fatal,Pedestrian,50 to 54,Fatal
2006,8,2006-08-03 04:00:00+00:00,01-02,JANE ST and FOXWELL ST,43.672145,-79.49399,Fatal,Vehicle Owner,unknown,
2006,8,2006-08-03 04:00:00+00:00,01-02,JANE ST and FOXWELL ST,43.672145,-79.49399,Fatal,Driver,40 to 44,
2006,8,2006-08-03 04:00:00+00:00,03-04,MIDLAND AVE and LAWRENCE AVE E,43.751545,-79.26509,Non-Fatal Injury,Passenger,25 to 29,
2006,8,2006-08-03 04:00:00+00:00,03-04,MIDLAND AVE and LAWRENCE AVE E,43.751545,-79.26509,Non-Fatal Injury,Passenger,25 to 29,
2006,8,2006-08-03 04:00:00+00:00,03-04,MIDLAND AVE and LAWRENCE AVE E,43.751545,-79.26509,Non-Fatal Injury,Passenger,35 to 39,
2006,8,2006-08-03 04:00:00+00:00,03-04,MIDLAND AVE and LAWRENCE AVE E,43.751545,-79.26509,Non-Fatal Injury,Driver,45 to 49,Minimal
2006,8,2006-08-03 04:00:00+00:00,03-04,MIDLAND AVE and LAWRENCE AVE E,43.751545,-79.26509,Non-Fatal Injury,Vehicle Owner,unknown,
2006,8,2006-08-03 04:00:00+00:00,03-04,MIDLAND AVE and LAWRENCE AVE E,43.751545,-79.26509,Non-Fatal Injury,Passenger,50 to 54,Major
2006,8,2006-08-03 04:00:00+00:00,03-04,MIDLAND AVE and LAWRENCE AVE E,43.751545,-79.26509,Non-Fatal Injury,Driver,35 to 39,Major
2006,8,2006-08-03 04:00:00+00:00,18-19,SHEPPARD AVE E and DORIS AVE,43.762045,-79.40829,Non-Fatal Injury,Driver,55 to 59,
2006,8,2006-08-03 04:00:00+00:00,18-19,SHEPPARD AVE E and DORIS AVE,43.762045,-79.40829,Non-Fatal Injury,Driver,60 to 64,
2006,8,2006-08-03 04:00:00+00:00,18-19,SHEPPARD AVE E and DORIS AVE,43.762045,-79.40829,Non-Fatal Injury,Driver,40 to 44,
2006,8,2006-08-03 04:00:00+00:00,18-19,SHEPPARD AVE E and DORIS AVE,43.762045,-79.40829,Non-Fatal Injury,Pedestrian,45 to 49,Major
2006,5,2006-05-03 04:00:00+00:00,10-11,DUNDAS ST W and SHAW ST,43.649845,-79.41829,Fatal,Vehicle Owner,unknown,
2006,5,2006-05-03 04:00:00+00:00,10-11,DUNDAS ST W and SHAW ST,43.649845,-79.41829,Fatal,Driver,65 to 69,
2006,5,2006-05-03 04:00:00+00:00,10-11,DUNDAS ST W and SHAW ST,43.649845,-79.41829,Fatal,Pedestrian,70 to 74,Fatal
2006,5,2006-05-03 04:00:00+00:00,14-15,YONGE ST and FINCH AVE E,43.779745,-79.41559,Non-Fatal Injury,Driver,30 to 34,
2006,5,2006-05-03 04:00:00+00:00,14-15,YONGE ST and FINCH AVE E,43.779745,-79.41559,Non-Fatal Injury,Passenger,20 to 24,Major
2006,5,2006-05-03 04:00:00+00:00,14-15,YONGE ST and FINCH AVE E,43.779745,-79.41559,Non-Fatal Injury,Driver,15 to 19,
2006,5,2006-05-03 04:00:00+00:00,15-16,MARKHAM RD and SHEPPARD AVE E,43.793845,-79.23879,Non-Fatal Injury,Driver,40 to 44,Major
2006,5,2006-05-03 04:00:00+00:00,15-16,MARKHAM RD and SHEPPARD AVE E,43.793845,-79.23879,Non-Fatal Injury,Other Property Owner,unknown,
2006,5,2006-05-03 04:00:00+00:00,18-19,GREENWOOD AVE and WALPOLE AVE,43.675245,-79.32979,Non-Fatal Injury,Passenger,35 to 39,Major
2006,5,2006-05-03 04:00:00+00:00,18-19,GREENWOOD AVE and WALPOLE AVE,43.675245,-79.32979,Non-Fatal Injury,Passenger,35 to 39,Minor
2006,5,2006-05-03 04:00:00+00:00,18-19,GREENWOOD AVE and WALPOLE AVE,43.675245,-79.32979,Non-Fatal Injury,Driver,40 to 44,Minor
2006,5,2006-05-03 04:00:00+00:00,18-19,GREENWOOD AVE and WALPOLE AVE,43.675245,-79.32979,Non-Fatal Injury,Driver,30 to 34,Minimal
2006,5,2006-05-05 04:00:00+00:00,00-01,KEELE ST and YORK BLVD,43.775245,-79.49399,Non-Fatal Injury,Passenger,15 to 19,Major
2006,5,2006-05-05 04:00:00+00:00,00-01,KEELE ST and YORK BLVD,43.775245,-79.49399,Non-Fatal Injury,Driver,15 to 19,Minimal
2006,5,2006-05-05 04:00:00+00:00,00-01,KEELE ST and YORK BLVD,43.775245,-79.49399,Non-Fatal Injury,Passenger,15 to 19,Minimal
2006,5,2006-05-05 04:00:00+00:00,00-01,KEELE ST and YORK BLVD,43.775245,-79.49399,Non-Fatal Injury,Driver,50 to 54,Minimal
2006,5,2006-05-05 04:00:00+00:00,11-12,QUEEN ST W and YORK ST,43.651245,-79.38499,Non-Fatal Injury,Driver,30 to 34,
2006,5,2006-05-05 04:00:00+00:00,11-12,QUEEN ST W and YORK ST,43.651245,-79.38499,Non-Fatal Injury,In-Line Skater,30 to 34,Major
2006,5,2006-05-06 04:00:00+00:00,18-19,YONGE ST and WILSON AVE,43.744145,-79.40669,Non-Fatal Injury,Passenger,65 to 69,Minor
2006,8,2006-08-05 04:00:00+00:00,00-01,WESTHEAD RD and DUNNING CRES,43.603245,-79.55459,Non-Fatal Injury,Driver,20 to 24,
2006,8,2006-08-05 04:00:00+00:00,00-01,WESTHEAD RD and DUNNING CRES,43.603245,-79.55459,Non-Fatal Injury,Pedestrian,15 to 19,Minor
2006,8,2006-08-05 04:00:00+00:00,00-01,WESTHEAD RD and DUNNING CRES,43.603245,-79.55459,Non-Fatal Injury,Pedestrian,15 to 19,Minor
2006,8,2006-08-05 04:00:00+00:00,00-01,WESTHEAD RD and DUNNING CRES,43.603245,-79.55459,Non-Fatal Injury,Pedestrian,15 to 19,Major
2006,8,2006-08-05 04:00:00+00:00,00-01,WESTHEAD RD and DUNNING CRES,43.603245,-79.55459,Non-Fatal Injury,Pedestrian,15 to 19,Major
2006,8,2006-08-05 04:00:00+00:00,03-04,333 KING ST W,43.646245,-79.39149,Non-Fatal Injury,Other,Over 95,
2006,8,2006-08-05 04:00:00+00:00,03-04,333 KING ST W,43.646245,-79.39149,Non-Fatal Injury,Vehicle Owner,unknown,
2006,8,2006-08-05 04:00:00+00:00,03-04,333 KING ST W,43.646245,-79.39149,Non-Fatal Injury,Passenger,0 to 4,Major
2006,8,2006-08-05 04:00:00+00:00,03-04,333 KING ST W,43.646245,-79.39149,Non-Fatal Injury,Driver,35 to 39,Minimal
2006,8,2006-08-05 04:00:00+00:00,03-04,333 KING ST W,43.646245,-79.39149,Non-Fatal Injury,Other,Over 95,
2006,8,2006-08-05 04:00:00+00:00,03-04,333 KING ST W,43.646245,-79.39149,Non-Fatal Injury,Other,Over 95,
2006,8,2006-08-06 04:00:00+00:00,02-03,MOUNT PLEASANT RD and SOUTH DR,43.677645,-79.38059,Non-Fatal Injury,Driver,20 to 24,
2006,8,2006-08-06 04:00:00+00:00,02-03,MOUNT PLEASANT RD and SOUTH DR,43.677645,-79.38059,Non-Fatal Injury,Pedestrian,25 to 29,Major
2006,8,2006-08-06 04:00:00+00:00,21-22,DANFORTH AVE and LUTTRELL AVE,43.690145,-79.29309,Non-Fatal Injury,Vehicle Owner,unknown,
2006,8,2006-08-06 04:00:00+00:00,21-22,DANFORTH AVE and LUTTRELL AVE,43.690145,-79.29309,Non-Fatal Injury,Driver,45 to 49,Major
2006,8,2006-08-06 04:00:00+00:00,21-22,DANFORTH AVE and LUTTRELL AVE,43.690145,-79.29309,Non-Fatal Injury,Driver,unknown,
2006,8,2006-08-07 04:00:00+00:00,21-22,FINCH AVE W and KISKADEE DR,43.735245,-79.59819,Non-Fatal Injury,Driver,unknown,
2006,8,2006-08-07 04:00:00+00:00,21-22,FINCH AVE W and KISKADEE DR,43.735245,-79.59819,Non-Fatal Injury,Pedestrian,70 to 74,Major
2006,10,2006-10-01 04:00:00+00:00,15-16,BIRCHMOUNT RD and EGLINTON AVE E,43.732145,-79.27859,Non-Fatal Injury,Driver,85 to 89,
2006,11,2006-11-22 05:00:00+00:00,16-17,DUFFERIN ST and MELBOURNE AVE,43.640545,-79.42799,Non-Fatal Injury,Driver,30 to 34,
2006,11,2006-11-22 05:00:00+00:00,16-17,DUFFERIN ST and MELBOURNE AVE,43.640545,-79.42799,Non-Fatal Injury,Pedestrian,40 to 44,Major
2006,11,2006-11-22 05:00:00+00:00,21-22,DUFFERIN St and LINDSEY Ave,43.653545,-79.43299,Non-Fatal Injury,Driver,50 to 54,Minimal
2006,11,2006-11-22 05:00:00+00:00,21-22,DUFFERIN St and LINDSEY Ave,43.653545,-79.43299,Non-Fatal Injury,Driver,40 to 44,
2006,11,2006-11-22 05:00:00+00:00,21-22,DUFFERIN St and LINDSEY Ave,43.653545,-79.43299,Non-Fatal Injury,Driver,35 to 39,Major
2006,11,2006-11-23 05:00:00+00:00,13-14,FINCH AVE W and ISLINGTON AVE,43.746245,-79.56859,Non-Fatal Injury,Driver,60 to 64,Major
2006,11,2006-11-23 05:00:00+00:00,13-14,FINCH AVE W and ISLINGTON AVE,43.746245,-79.56859,Non-Fatal Injury,Vehicle Owner,unknown,
2006,10,2006-10-01 04:00:00+00:00,15-16,BIRCHMOUNT RD and EGLINTON AVE E,43.732145,-79.27859,Non-Fatal Injury,Driver,65 to 69,
2006,11,2006-11-23 05:00:00+00:00,13-14,FINCH AVE W and ISLINGTON AVE,43.746245,-79.56859,Non-Fatal Injury,Passenger,30 to 34,Minimal
2007,1,2007-01-05 05:00:00+00:00,12-13,BATHURST St and WARWICK Ave,43.695245,-79.42319,Non-Fatal Injury,Vehicle Owner,unknown,
2007,2,2007-02-28 05:00:00+00:00,18-19,RENFORTH DR and HIGHWAY 401 X  W,43.669045,-79.59139,Non-Fatal Injury,Driver,unknown,
2006,11,2006-11-23 05:00:00+00:00,13-14,FINCH AVE W and ISLINGTON AVE,43.746245,-79.56859,Non-Fatal Injury,Passenger,35 to 39,Minimal
2006,11,2006-11-23 05:00:00+00:00,13-14,FINCH AVE W and ISLINGTON AVE,43.746245,-79.56859,Non-Fatal Injury,Driver,25 to 29,
2006,11,2006-11-23 05:00:00+00:00,13-14,FINCH AVE W and ISLINGTON AVE,43.746245,-79.56859,Non-Fatal Injury,Vehicle Owner,unknown,
2006,11,2006-11-23 05:00:00+00:00,13-14,FINCH AVE W and ISLINGTON AVE,43.746245,-79.56859,Non-Fatal Injury,Driver,15 to 19,
2006,11,2006-11-26 05:00:00+00:00,21-22,ST CLAIR AVE W and JANE ST,43.667145,-79.49179,Non-Fatal Injury,Passenger,60 to 64,Major
2006,11,2006-11-26 05:00:00+00:00,21-22,ST CLAIR AVE W and JANE ST,43.667145,-79.49179,Non-Fatal Injury,Driver,75 to 79,Major
